AFORE,SIEFORE,Fecha,IRN,Ranking
  Profuturo,SB 70-74,mar-23,6.07,1
  SURA,SB 70-74,mar-23,5.75,3
  XXI-Banorte,SB 70-74,mar-23,5.39,6
  Azteca,SB 70-74,abr-23,4.67,9
  Citibanamex,SB 70-74,abr-23,5.38,7
  Coppel,SB 70-74,abr-23,4.91,8
  Inbursa,SB 70-74,abr-23,6.00,2
  Invercap,SB 70-74,abr-23,4.51,10
  PensionISSSTE,SB 70-74,abr-23,5.74,4
  Principal,SB 70-74,abr-23,5.63,5
  Profuturo,SB 70-74,abr-23,6.21,1
  SURA,SB 70-74,abr-23,5.95,3
  XXI-Banorte,SB 70-74,abr-23,5.57,6
  Azteca,SB 70-74,may-23,4.73,9
  Citibanamex,SB 70-74,may-23,5.44,7
  Coppel,SB 70-74,may-23,4.93,8
  Inbursa,SB 70-74,may-23,6.00,3
  Invercap,SB 70-74,may-23,4.52,10
  PensionISSSTE,SB 70-74,may-23,5.73,4
  Principal,SB 70-74,may-23,5.63,6
  Profuturo,SB 70-74,may-23,6.23,1
  SURA,SB 70-74,may-23,6.01,2
  XXI-Banorte,SB 70-74,may-23,5.64,5
  Azteca,SB 70-74,jun-23,4.75,9
  Citibanamex,SB 70-74,jun-23,5.44,7
  Coppel,SB 70-74,jun-23,4.90,8
  Inbursa,SB 70-74,jun-23,5.96,3
  Invercap,SB 70-74,jun-23,4.52,10
  PensionISSSTE,SB 70-74,jun-23,5.72,4
  Principal,SB 70-74,jun-23,5.64,6
  Profuturo,SB 70-74,jun-23,6.23,1
  SURA,SB 70-74,jun-23,6.02,2
  XXI-Banorte,SB 70-74,jun-23,5.67,5
  Azteca,SB 70-74,jul-23,4.76,9
  Citibanamex,SB 70-74,jul-23,5.42,7
  Coppel,SB 70-74,jul-23,4.83,8
  Inbursa,SB 70-74,jul-23,5.91,3
  Invercap,SB 70-74,jul-23,4.51,10
  PensionISSSTE,SB 70-74,jul-23,5.69,4
  Principal,SB 70-74,jul-23,5.64,6
  Profuturo,SB 70-74,jul-23,6.23,1
  SURA,SB 70-74,jul-23,5.99,2
  XXI-Banorte,SB 70-74,jul-23,5.67,5
  Azteca,SB 70-74,ago-23,4.73,9
  Citibanamex,SB 70-74,ago-23,5.35,7
  Coppel,SB 70-74,ago-23,4.75,8
  Inbursa,SB 70-74,ago-23,5.85,3
  Invercap,SB 70-74,ago-23,4.47,10
  PensionISSSTE,SB 70-74,ago-23,5.65,4
  Principal,SB 70-74,ago-23,5.59,6
  Profuturo,SB 70-74,ago-23,6.18,1
  SURA,SB 70-74,ago-23,5.93,2
  XXI-Banorte,SB 70-74,ago-23,5.63,5
  Azteca,SB 70-74,sep-23,4.69,8
  Citibanamex,SB 70-74,sep-23,5.23,7
  Coppel,SB 70-74,sep-23,4.65,9
  Inbursa,SB 70-74,sep-23,5.80,3
  Invercap,SB 70-74,sep-23,4.43,10
  PensionISSSTE,SB 70-74,sep-23,5.59,4
  Principal,SB 70-74,sep-23,5.52,6
  Profuturo,SB 70-74,sep-23,6.10,1
  SURA,SB 70-74,sep-23,5.82,2
  XXI-Banorte,SB 70-74,sep-23,5.55,5
  Azteca,SB 70-74,oct-23,4.59,8
  Citibanamex,SB 70-74,oct-23,5.01,7
  Coppel,SB 70-74,oct-23,4.52,9
  Inbursa,SB 70-74,oct-23,5.73,2
  Invercap,SB 70-74,oct-23,4.34,10
  PensionISSSTE,SB 70-74,oct-23,5.52,4
  Principal,SB 70-74,oct-23,5.39,6
  Profuturo,SB 70-74,oct-23,5.95,1
  SURA,SB 70-74,oct-23,5.63,3
  XXI-Banorte,SB 70-74,oct-23,5.40,5
  Azteca,SB 75-79,ene-23,4.63,9
  Citibanamex,SB 75-79,ene-23,5.32,7
  Coppel,SB 75-79,ene-23,5.18,8
  Inbursa,SB 75-79,ene-23,6.06,2
  Invercap,SB 75-79,ene-23,4.39,10
  PensionISSSTE,SB 75-79,ene-23,5.72,5
  Principal,SB 75-79,ene-23,5.76,4
  Profuturo,SB 75-79,ene-23,6.30,1
  SURA,SB 75-79,ene-23,5.84,3
  XXI-Banorte,SB 75-79,ene-23,5.52,6
  Azteca,SB 75-79,feb-23,4.53,9
  Citibanamex,SB 75-79,feb-23,5.20,7
  Coppel,SB 75-79,feb-23,5.11,8
  Inbursa,SB 75-79,feb-23,6.04,2
  Invercap,SB 75-79,feb-23,4.31,10
  PensionISSSTE,SB 75-79,feb-23,5.65,5
  Principal,SB 75-79,feb-23,5.65,4
  Profuturo,SB 75-79,feb-23,6.19,1
  SURA,SB 75-79,feb-23,5.74,3
  XXI-Banorte,SB 75-79,feb-23,5.43,6
  Azteca,SB 75-79,mar-23,4.55,9
  Citibanamex,SB 75-79,mar-23,5.25,7
  Coppel,SB 75-79,mar-23,5.14,8
  Inbursa,SB 75-79,mar-23,6.08,2
  Invercap,SB 75-79,mar-23,4.36,10
  PensionISSSTE,SB 75-79,mar-23,5.66,5
  Principal,SB 75-79,mar-23,5.66,4
  Profuturo,SB 75-79,mar-23,6.20,1
  SURA,SB 75-79,mar-23,5.80,3
  XXI-Banorte,SB 75-79,mar-23,5.48,6
  Azteca,SB 75-79,abr-23,4.71,9
  Citibanamex,SB 75-79,abr-23,5.46,7
  Coppel,SB 75-79,abr-23,5.28,8
  Inbursa,SB 75-79,abr-23,6.16,2
  Invercap,SB 75-79,abr-23,4.53,10
  PensionISSSTE,SB 75-79,abr-23,5.73,5
  Principal,SB 75-79,abr-23,5.79,4
  Profuturo,SB 75-79,abr-23,6.33,1
  SURA,SB 75-79,abr-23,6.00,3
  XXI-Banorte,SB 75-79,abr-23,5.67,6
  Azteca,SB 75-79,may-23,4.78,9
  Citibanamex,SB 75-79,may-23,5.52,7
  Coppel,SB 75-79,may-23,5.29,8
  Inbursa,SB 75-79,may-23,6.18,2
  Invercap,SB 75-79,may-23,4.58,10
  PensionISSSTE,SB 75-79,may-23,5.71,6
  Principal,SB 75-79,may-23,5.80,4
  Profuturo,SB 75-79,may-23,6.34,1
  SURA,SB 75-79,may-23,6.06,3
  XXI-Banorte,SB 75-79,may-23,5.73,5
  Azteca,SB 75-79,jun-23,4.80,9
  Citibanamex,SB 75-79,jun-23,5.53,7
  Coppel,SB 75-79,jun-23,5.26,8
  Inbursa,SB 75-79,jun-23,6.16,2
  Invercap,SB 75-79,jun-23,4.61,10
  PensionISSSTE,SB 75-79,jun-23,5.69,6
  Principal,SB 75-79,jun-23,5.81,4
  Profuturo,SB 75-79,jun-23,6.34,1
  SURA,SB 75-79,jun-23,6.07,3
  XXI-Banorte,SB 75-79,jun-23,5.77,5
  Azteca,SB 75-79,jul-23,4.82,9
  Citibanamex,SB 75-79,jul-23,5.52,7
  Coppel,SB 75-79,jul-23,5.19,8
  Inbursa,SB 75-79,jul-23,6.11,2
  Invercap,SB 75-79,jul-23,4.64,10
  PensionISSSTE,SB 75-79,jul-23,5.65,6
  Principal,SB 75-79,jul-23,5.81,4
  Profuturo,SB 75-79,jul-23,6.36,1
  SURA,SB 75-79,jul-23,6.04,3
  XXI-Banorte,SB 75-79,jul-23,5.77,5
  Azteca,SB 75-79,ago-23,4.80,9
  Citibanamex,SB 75-79,ago-23,5.45,7
  Coppel,SB 75-79,ago-23,5.10,8
  Inbursa,SB 75-79,ago-23,6.06,2
  Invercap,SB 75-79,ago-23,4.62,10
  PensionISSSTE,SB 75-79,ago-23,5.59,6
  Principal,SB 75-79,ago-23,5.76,4
  Profuturo,SB 75-79,ago-23,6.31,1
  SURA,SB 75-79,ago-23,5.98,3
  XXI-Banorte,SB 75-79,ago-23,5.72,5
  Azteca,SB 75-79,sep-23,4.77,9
  Citibanamex,SB 75-79,sep-23,5.34,7
  Coppel,SB 75-79,sep-23,5.00,8
  Inbursa,SB 75-79,sep-23,6.01,2
  Invercap,SB 75-79,sep-23,4.58,10
  PensionISSSTE,SB 75-79,sep-23,5.51,6
  Principal,SB 75-79,sep-23,5.69,4
  Profuturo,SB 75-79,sep-23,6.24,1
  SURA,SB 75-79,sep-23,5.87,3
  XXI-Banorte,SB 75-79,sep-23,5.64,5
  Azteca,SB 75-79,oct-23,4.67,9
  Citibanamex,SB 75-79,oct-23,5.11,7
  Coppel,SB 75-79,oct-23,4.86,8
  Inbursa,SB 75-79,oct-23,5.92,2
  Invercap,SB 75-79,oct-23,4.47,10
  PensionISSSTE,SB 75-79,oct-23,5.41,6
  Principal,SB 75-79,oct-23,5.54,4
  Profuturo,SB 75-79,oct-23,6.09,1
  SURA,SB 75-79,oct-23,5.67,3
  XXI-Banorte,SB 75-79,oct-23,5.47,5
  Azteca,SB 80-84,ene-23,4.63,10
  Citibanamex,SB 80-84,ene-23,5.35,7
  Coppel,SB 80-84,ene-23,5.34,8
  Inbursa,SB 80-84,ene-23,6.10,2
  Invercap,SB 80-84,ene-23,4.73,9
  PensionISSSTE,SB 80-84,ene-23,5.55,5
  Principal,SB 80-84,ene-23,5.38,6
  Profuturo,SB 80-84,ene-23,6.44,1
  SURA,SB 80-84,ene-23,5.89,3
  XXI-Banorte,SB 80-84,ene-23,5.75,4
  Azteca,SB 80-84,feb-23,4.53,10
  Citibanamex,SB 80-84,feb-23,5.21,8
  Coppel,SB 80-84,feb-23,5.28,6
  Inbursa,SB 80-84,feb-23,6.09,2
  Invercap,SB 80-84,feb-23,4.65,9
  PensionISSSTE,SB 80-84,feb-23,5.48,5
  Principal,SB 80-84,feb-23,5.27,7
  Profuturo,SB 80-84,feb-23,6.31,1
  SURA,SB 80-84,feb-23,5.79,3
  XXI-Banorte,SB 80-84,feb-23,5.65,4
  Azteca,SB 80-84,mar-23,4.56,10
  Citibanamex,SB 80-84,mar-23,5.27,8
  Coppel,SB 80-84,mar-23,5.33,6
  Inbursa,SB 80-84,mar-23,6.14,2
  Invercap,SB 80-84,mar-23,4.70,9
  PensionISSSTE,SB 80-84,mar-23,5.50,5
  Principal,SB 80-84,mar-23,5.30,7
  Profuturo,SB 80-84,mar-23,6.32,1
  SURA,SB 80-84,mar-23,5.86,3
  XXI-Banorte,SB 80-84,mar-23,5.71,4
  Azteca,SB 80-84,abr-23,4.74,10
  Citibanamex,SB 80-84,abr-23,5.51,6
  Coppel,SB 80-84,abr-23,5.50,7
  Inbursa,SB 80-84,abr-23,6.25,2
  Invercap,SB 80-84,abr-23,4.89,9
  PensionISSSTE,SB 80-84,abr-23,5.59,5
  Principal,SB 80-84,abr-23,5.46,8
  Profuturo,SB 80-84,abr-23,6.46,1
  SURA,SB 80-84,abr-23,6.10,3
  XXI-Banorte,SB 80-84,abr-23,5.92,4
  Azteca,SB 80-84,may-23,4.82,10
  Citibanamex,SB 80-84,may-23,5.58,6
  Coppel,SB 80-84,may-23,5.53,7
  Inbursa,SB 80-84,may-23,6.27,2
  Invercap,SB 80-84,may-23,4.94,9
  PensionISSSTE,SB 80-84,may-23,5.59,5
  Principal,SB 80-84,may-23,5.47,8
  Profuturo,SB 80-84,may-23,6.47,1
  SURA,SB 80-84,may-23,6.18,3
  XXI-Banorte,SB 80-84,may-23,5.99,4
  Azteca,SB 80-84,jun-23,4.85,10
  Citibanamex,SB 80-84,jun-23,5.61,5
  Coppel,SB 80-84,jun-23,5.50,7
  Inbursa,SB 80-84,jun-23,6.25,2
  Invercap,SB 80-84,jun-23,4.98,9
  PensionISSSTE,SB 80-84,jun-23,5.59,6
  Principal,SB 80-84,jun-23,5.49,8
  Profuturo,SB 80-84,jun-23,6.47,1
  SURA,SB 80-84,jun-23,6.20,3
  XXI-Banorte,SB 80-84,jun-23,6.03,4
  Azteca,SB 80-84,jul-23,4.87,10
  Citibanamex,SB 80-84,jul-23,5.62,5
  Coppel,SB 80-84,jul-23,5.45,8
  Inbursa,SB 80-84,jul-23,6.22,2
  Invercap,SB 80-84,jul-23,5.01,9
  PensionISSSTE,SB 80-84,jul-23,5.56,6
  Principal,SB 80-84,jul-23,5.51,7
  Profuturo,SB 80-84,jul-23,6.49,1
  SURA,SB 80-84,jul-23,6.19,3
  XXI-Banorte,SB 80-84,jul-23,6.04,4
  Azteca,SB 80-84,ago-23,4.85,10
  Citibanamex,SB 80-84,ago-23,5.57,5
  Coppel,SB 80-84,ago-23,5.36,8
  Inbursa,SB 80-84,ago-23,6.16,2
  Invercap,SB 80-84,ago-23,4.98,9
  PensionISSSTE,SB 80-84,ago-23,5.51,6
  Principal,SB 80-84,ago-23,5.46,7
  Profuturo,SB 80-84,ago-23,6.43,1
  SURA,SB 80-84,ago-23,6.12,3
  XXI-Banorte,SB 80-84,ago-23,5.99,4
  Azteca,SB 80-84,sep-23,4.81,10
  Citibanamex,SB 80-84,sep-23,5.45,5
  Coppel,SB 80-84,sep-23,5.26,8
  Inbursa,SB 80-84,sep-23,6.10,2
  Invercap,SB 80-84,sep-23,4.92,9
  PensionISSSTE,SB 80-84,sep-23,5.44,6
  Principal,SB 80-84,sep-23,5.38,7
  Profuturo,SB 80-84,sep-23,6.34,1
  SURA,SB 80-84,sep-23,6.00,3
  XXI-Banorte,SB 80-84,sep-23,5.90,4
  Azteca,SB 80-84,oct-23,4.70,10
  Citibanamex,SB 80-84,oct-23,5.22,6
  Coppel,SB 80-84,oct-23,5.10,8
  Inbursa,SB 80-84,oct-23,6.01,2
  Invercap,SB 80-84,oct-23,4.79,9
  PensionISSSTE,SB 80-84,oct-23,5.35,5
  Principal,SB 80-84,oct-23,5.22,7
  Profuturo,SB 80-84,oct-23,6.18,1
  SURA,SB 80-84,oct-23,5.77,3
  XXI-Banorte,SB 80-84,oct-23,5.72,4
  Azteca,SB 85-89,ene-23,4.85,9
  Citibanamex,SB 85-89,ene-23,5.42,8
  Coppel,SB 85-89,ene-23,5.46,7
  Inbursa,SB 85-89,ene-23,6.18,2
  Invercap,SB 85-89,ene-23,4.60,10
  PensionISSSTE,SB 85-89,ene-23,5.58,5
  Principal,SB 85-89,ene-23,5.53,6
  Profuturo,SB 85-89,ene-23,6.60,1
  SURA,SB 85-89,ene-23,5.99,3
  XXI-Banorte,SB 85-89,ene-23,5.79,4
  Azteca,SB 85-89,feb-23,4.75,9
  Citibanamex,SB 85-89,feb-23,5.27,8
  Coppel,SB 85-89,feb-23,5.39,7
  Inbursa,SB 85-89,feb-23,6.17,2
  Invercap,SB 85-89,feb-23,4.52,10
  PensionISSSTE,SB 85-89,feb-23,5.50,5
  Principal,SB 85-89,feb-23,5.42,6
  Profuturo,SB 85-89,feb-23,6.46,1
  SURA,SB 85-89,feb-23,5.86,3
  XXI-Banorte,SB 85-89,feb-23,5.68,4
  Azteca,SB 85-89,mar-23,4.79,9
  Citibanamex,SB 85-89,mar-23,5.32,8
  Coppel,SB 85-89,mar-23,5.44,7
  Inbursa,SB 85-89,mar-23,6.23,2
  Invercap,SB 85-89,mar-23,4.58,10
  PensionISSSTE,SB 85-89,mar-23,5.52,5
  Principal,SB 85-89,mar-23,5.44,6
  Profuturo,SB 85-89,mar-23,6.46,1
  SURA,SB 85-89,mar-23,5.92,3
  XXI-Banorte,SB 85-89,mar-23,5.73,4
  Azteca,SB 85-89,abr-23,4.97,9
  Citibanamex,SB 85-89,abr-23,5.55,8
  Coppel,SB 85-89,abr-23,5.61,7
  Inbursa,SB 85-89,abr-23,6.33,2
  Invercap,SB 85-89,abr-23,4.78,10
  PensionISSSTE,SB 85-89,abr-23,5.62,5
  Principal,SB 85-89,abr-23,5.61,6
  Profuturo,SB 85-89,abr-23,6.59,1
  SURA,SB 85-89,abr-23,6.16,3
  XXI-Banorte,SB 85-89,abr-23,5.93,4
  Azteca,SB 85-89,may-23,5.05,9
  Citibanamex,SB 85-89,may-23,5.62,6
  Coppel,SB 85-89,may-23,5.63,5
  Inbursa,SB 85-89,may-23,6.36,2
  Invercap,SB 85-89,may-23,4.85,10
  PensionISSSTE,SB 85-89,may-23,5.62,7
  Principal,SB 85-89,may-23,5.62,8
  Profuturo,SB 85-89,may-23,6.59,1
  SURA,SB 85-89,may-23,6.22,3
  XXI-Banorte,SB 85-89,may-23,5.99,4
  Azteca,SB 85-89,jun-23,5.08,9
  Citibanamex,SB 85-89,jun-23,5.64,5
  Coppel,SB 85-89,jun-23,5.61,8
  Inbursa,SB 85-89,jun-23,6.34,2
  Invercap,SB 85-89,jun-23,4.89,10
  PensionISSSTE,SB 85-89,jun-23,5.61,7
  Principal,SB 85-89,jun-23,5.62,6
  Profuturo,SB 85-89,jun-23,6.58,1
  SURA,SB 85-89,jun-23,6.22,3
  XXI-Banorte,SB 85-89,jun-23,6.03,4
  Azteca,SB 85-89,jul-23,5.10,9
  Citibanamex,SB 85-89,jul-23,5.66,5
  Coppel,SB 85-89,jul-23,5.55,8
  Inbursa,SB 85-89,jul-23,6.30,2
  Invercap,SB 85-89,jul-23,4.92,10
  PensionISSSTE,SB 85-89,jul-23,5.59,7
  Principal,SB 85-89,jul-23,5.63,6
  Profuturo,SB 85-89,jul-23,6.59,1
  SURA,SB 85-89,jul-23,6.20,3
  XXI-Banorte,SB 85-89,jul-23,6.04,4
  Azteca,SB 85-89,ago-23,5.08,9
  Citibanamex,SB 85-89,ago-23,5.60,5
  Coppel,SB 85-89,ago-23,5.46,8
  Inbursa,SB 85-89,ago-23,6.24,2
  Invercap,SB 85-89,ago-23,4.90,10
  PensionISSSTE,SB 85-89,ago-23,5.54,7
  Principal,SB 85-89,ago-23,5.58,6
  Profuturo,SB 85-89,ago-23,6.53,1
  SURA,SB 85-89,ago-23,6.12,3
  XXI-Banorte,SB 85-89,ago-23,5.99,4
  Azteca,SB 85-89,sep-23,5.04,9
  Citibanamex,SB 85-89,sep-23,5.49,5
  Coppel,SB 85-89,sep-23,5.36,8
  Inbursa,SB 85-89,sep-23,6.18,2
  Invercap,SB 85-89,sep-23,4.84,10
  PensionISSSTE,SB 85-89,sep-23,5.48,7
  Principal,SB 85-89,sep-23,5.48,6
  Profuturo,SB 85-89,sep-23,6.45,1
  SURA,SB 85-89,sep-23,5.99,3
  XXI-Banorte,SB 85-89,sep-23,5.89,4
  Azteca,SB 85-89,oct-23,4.93,9
  Citibanamex,SB 85-89,oct-23,5.26,7
  Coppel,SB 85-89,oct-23,5.20,8
  Inbursa,SB 85-89,oct-23,6.08,2
  Invercap,SB 85-89,oct-23,4.71,10
  PensionISSSTE,SB 85-89,oct-23,5.39,5
  Principal,SB 85-89,oct-23,5.32,6
  Profuturo,SB 85-89,oct-23,6.29,1
  SURA,SB 85-89,oct-23,5.75,3
  XXI-Banorte,SB 85-89,oct-23,5.71,4
  Azteca,SB 90-94,ene-23,4.74,10
  Citibanamex,SB 90-94,ene-23,5.23,8
  Coppel,SB 90-94,ene-23,5.31,7
  Inbursa,SB 90-94,ene-23,6.21,2
  Invercap,SB 90-94,ene-23,4.77,9
  PensionISSSTE,SB 90-94,ene-23,6.00,3
  Principal,SB 90-94,ene-23,5.33,6
  Profuturo,SB 90-94,ene-23,6.34,1
  SURA,SB 90-94,ene-23,5.88,4
  XXI-Banorte,SB 90-94,ene-23,5.65,5
  Azteca,SB 90-94,feb-23,4.65,10
  Citibanamex,SB 90-94,feb-23,5.09,8
  Coppel,SB 90-94,feb-23,5.25,6
  Inbursa,SB 90-94,feb-23,6.22,1
  Invercap,SB 90-94,feb-23,4.69,9
  PensionISSSTE,SB 90-94,feb-23,5.94,3
  Principal,SB 90-94,feb-23,5.23,7
  Profuturo,SB 90-94,feb-23,6.20,2
  SURA,SB 90-94,feb-23,5.76,4
  XXI-Banorte,SB 90-94,feb-23,5.55,5
  Azteca,SB 90-94,mar-23,4.70,10
  Citibanamex,SB 90-94,mar-23,5.14,8
  Coppel,SB 90-94,mar-23,5.31,6
  Inbursa,SB 90-94,mar-23,6.29,1
  Invercap,SB 90-94,mar-23,4.75,9
  PensionISSSTE,SB 90-94,mar-23,5.98,3
  Principal,SB 90-94,mar-23,5.27,7
  Profuturo,SB 90-94,mar-23,6.20,2
  SURA,SB 90-94,mar-23,5.83,4
  XXI-Banorte,SB 90-94,mar-23,5.60,5
  Azteca,SB 90-94,abr-23,4.89,10
  Citibanamex,SB 90-94,abr-23,5.38,8
  Coppel,SB 90-94,abr-23,5.48,6
  Inbursa,SB 90-94,abr-23,6.42,1
  Invercap,SB 90-94,abr-23,4.95,9
  PensionISSSTE,SB 90-94,abr-23,6.10,3
  Principal,SB 90-94,abr-23,5.44,7
  Profuturo,SB 90-94,abr-23,6.35,2
  SURA,SB 90-94,abr-23,6.08,4
  XXI-Banorte,SB 90-94,abr-23,5.81,5
  Azteca,SB 90-94,may-23,4.98,10
  Citibanamex,SB 90-94,may-23,5.45,8
  Coppel,SB 90-94,may-23,5.51,6
  Inbursa,SB 90-94,may-23,6.44,1
  Invercap,SB 90-94,may-23,5.01,9
  PensionISSSTE,SB 90-94,may-23,6.11,4
  Principal,SB 90-94,may-23,5.46,7
  Profuturo,SB 90-94,may-23,6.35,2
  SURA,SB 90-94,may-23,6.14,3
  XXI-Banorte,SB 90-94,may-23,5.88,5
  Azteca,SB 90-94,jun-23,5.02,10
  Citibanamex,SB 90-94,jun-23,5.48,7
  Coppel,SB 90-94,jun-23,5.49,6
  Inbursa,SB 90-94,jun-23,6.43,1
  Invercap,SB 90-94,jun-23,5.04,9
  PensionISSSTE,SB 90-94,jun-23,6.12,4
  Principal,SB 90-94,jun-23,5.48,8
  Profuturo,SB 90-94,jun-23,6.35,2
  SURA,SB 90-94,jun-23,6.15,3
  XXI-Banorte,SB 90-94,jun-23,5.92,5
  Azteca,SB 90-94,jul-23,5.05,10
  Citibanamex,SB 90-94,jul-23,5.50,6
  Coppel,SB 90-94,jul-23,5.44,8
  Inbursa,SB 90-94,jul-23,6.39,1
  Invercap,SB 90-94,jul-23,5.06,9
  PensionISSSTE,SB 90-94,jul-23,6.10,4
  Principal,SB 90-94,jul-23,5.50,7
  Profuturo,SB 90-94,jul-23,6.36,2
  SURA,SB 90-94,jul-23,6.13,3
  XXI-Banorte,SB 90-94,jul-23,5.93,5
  Azteca,SB 90-94,ago-23,5.03,9
  Citibanamex,SB 90-94,ago-23,5.45,6
  Coppel,SB 90-94,ago-23,5.35,8
  Inbursa,SB 90-94,ago-23,6.32,1
  Invercap,SB 90-94,ago-23,5.03,10
  PensionISSSTE,SB 90-94,ago-23,6.05,4
  Principal,SB 90-94,ago-23,5.45,7
  Profuturo,SB 90-94,ago-23,6.31,2
  SURA,SB 90-94,ago-23,6.06,3
  XXI-Banorte,SB 90-94,ago-23,5.88,5
  Azteca,SB 90-94,sep-23,5.00,9
  Citibanamex,SB 90-94,sep-23,5.34,7
  Coppel,SB 90-94,sep-23,5.25,8
  Inbursa,SB 90-94,sep-23,6.26,1
  Invercap,SB 90-94,sep-23,4.98,10
  PensionISSSTE,SB 90-94,sep-23,5.98,3
  Principal,SB 90-94,sep-23,5.36,6
  Profuturo,SB 90-94,sep-23,6.23,2
  SURA,SB 90-94,sep-23,5.93,4
  XXI-Banorte,SB 90-94,sep-23,5.78,5
  Azteca,SB 90-94,oct-23,4.89,9
  Citibanamex,SB 90-94,oct-23,5.12,7
  Coppel,SB 90-94,oct-23,5.09,8
  Inbursa,SB 90-94,oct-23,6.16,1
  Invercap,SB 90-94,oct-23,4.85,10
  PensionISSSTE,SB 90-94,oct-23,5.87,3
  Principal,SB 90-94,oct-23,5.20,6
  Profuturo,SB 90-94,oct-23,6.07,2
  SURA,SB 90-94,oct-23,5.70,4
  XXI-Banorte,SB 90-94,oct-23,5.60,5
  Azteca,SB Inicial,ene-23,4.63,9
  Citibanamex,SB Inicial,ene-23,4.99,8
  Coppel,SB Inicial,ene-23,5.07,7
  Inbursa,SB Inicial,ene-23,6.12,2
  Invercap,SB Inicial,ene-23,4.48,10
  PensionISSSTE,SB Inicial,ene-23,5.50,4
  Principal,SB Inicial,ene-23,5.11,6
  Profuturo,SB Inicial,ene-23,6.30,1
  SURA,SB Inicial,ene-23,5.84,3
  XXI-Banorte,SB Inicial,ene-23,5.45,5
  Azteca,SB Inicial,feb-23,4.55,9
  Citibanamex,SB Inicial,feb-23,4.84,8
  Coppel,SB Inicial,feb-23,5.00,7
  Inbursa,SB Inicial,feb-23,6.14,2
  Invercap,SB Inicial,feb-23,4.39,10
  PensionISSSTE,SB Inicial,feb-23,5.45,4
  Principal,SB Inicial,feb-23,5.03,6
  Profuturo,SB Inicial,feb-23,6.16,1
  SURA,SB Inicial,feb-23,5.73,3
  XXI-Banorte,SB Inicial,feb-23,5.36,5
  Azteca,SB Inicial,mar-23,4.60,9
  Citibanamex,SB Inicial,mar-23,4.90,8
  Coppel,SB Inicial,mar-23,5.04,7
  Inbursa,SB Inicial,mar-23,6.21,1
  Invercap,SB Inicial,mar-23,4.46,10
  PensionISSSTE,SB Inicial,mar-23,5.51,4
  Principal,SB Inicial,mar-23,5.07,6
  Profuturo,SB Inicial,mar-23,6.15,2
  SURA,SB Inicial,mar-23,5.80,3
  XXI-Banorte,SB Inicial,mar-23,5.43,5
  Azteca,SB Inicial,abr-23,4.80,9
  Citibanamex,SB Inicial,abr-23,5.14,8
  Coppel,SB Inicial,abr-23,5.21,7
  Inbursa,SB Inicial,abr-23,6.34,1
  Invercap,SB Inicial,abr-23,4.66,10
  PensionISSSTE,SB Inicial,abr-23,5.64,4
  Principal,SB Inicial,abr-23,5.25,6
  Profuturo,SB Inicial,abr-23,6.29,2
  SURA,SB Inicial,abr-23,6.05,3
  XXI-Banorte,SB Inicial,abr-23,5.64,5
  Azteca,SB Inicial,may-23,4.90,9
  Citibanamex,SB Inicial,may-23,5.22,8
  Coppel,SB Inicial,may-23,5.24,7
  Inbursa,SB Inicial,may-23,6.36,1
  Invercap,SB Inicial,may-23,4.73,10
  PensionISSSTE,SB Inicial,may-23,5.66,5
  Principal,SB Inicial,may-23,5.28,6
  Profuturo,SB Inicial,may-23,6.29,2
  SURA,SB Inicial,may-23,6.13,3
  XXI-Banorte,SB Inicial,may-23,5.71,4
  Azteca,SB Inicial,jun-23,4.94,9
  Citibanamex,SB Inicial,jun-23,5.27,7
  Coppel,SB Inicial,jun-23,5.22,8
  Inbursa,SB Inicial,jun-23,6.34,1
  Invercap,SB Inicial,jun-23,4.78,10
  PensionISSSTE,SB Inicial,jun-23,5.67,5
  Principal,SB Inicial,jun-23,5.32,6
  Profuturo,SB Inicial,jun-23,6.28,2
  SURA,SB Inicial,jun-23,6.15,3
  XXI-Banorte,SB Inicial,jun-23,5.76,4
  Azteca,SB Inicial,jul-23,4.97,9
  Citibanamex,SB Inicial,jul-23,5.30,7
  Coppel,SB Inicial,jul-23,5.18,8
  Inbursa,SB Inicial,jul-23,6.30,2
  Invercap,SB Inicial,jul-23,4.82,10
  PensionISSSTE,SB Inicial,jul-23,5.66,5
  Principal,SB Inicial,jul-23,5.34,6
  Profuturo,SB Inicial,jul-23,6.30,1
  SURA,SB Inicial,jul-23,6.14,3
  XXI-Banorte,SB Inicial,jul-23,5.77,4
  Azteca,SB Inicial,ago-23,4.95,9
  Citibanamex,SB Inicial,ago-23,5.26,7
  Coppel,SB Inicial,ago-23,5.11,8
  Inbursa,SB Inicial,ago-23,6.23,2
  Invercap,SB Inicial,ago-23,4.82,10
  PensionISSSTE,SB Inicial,ago-23,5.62,5
  Principal,SB Inicial,ago-23,5.30,6
  Profuturo,SB Inicial,ago-23,6.25,1
  SURA,SB Inicial,ago-23,6.07,3
  XXI-Banorte,SB Inicial,ago-23,5.72,4
  Azteca,SB Inicial,sep-23,4.92,9
  Citibanamex,SB Inicial,sep-23,5.16,7
  Coppel,SB Inicial,sep-23,5.02,8
  Inbursa,SB Inicial,sep-23,6.17,2
  Invercap,SB Inicial,sep-23,4.79,10
  PensionISSSTE,SB Inicial,sep-23,5.58,5
  Principal,SB Inicial,sep-23,5.22,6
  Profuturo,SB Inicial,sep-23,6.17,1
